Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
Hungary,Miskolc,57,Moderate,1,Good,35,Good,1,Good,57,Moderate
Japan,Mitaka,73,Moderate,1,Good,73,Moderate,3,Good,50,Good
Romania,Mizil,70,Moderate,2,Good,27,Good,5,Good,70,Moderate
Serbia,Mladenovac,79,Moderate,1,Good,38,Good,2,Good,79,Moderate
Peru,Mollendo,21,Good,0,Good,21,Good,0,Good,15,Good
Spain,Mollet Del Valles,51,Moderate,1,Good,16,Good,11,Good,51,Moderate
France,Mondeville,33,Good,1,Good,28,Good,3,Good,33,Good
Brazil,Monte Alegre De Minas,43,Good,1,Good,11,Good,2,Good,43,Good
Brazil,Monte Mor,156,Unhealthy,5,Good,1,Good,12,Good,156,Unhealthy
United States of America,Monterey Park,127,Unhealthy for Sensitive Groups,4,Good,4,Good,37,Good,127,Unhealthy for Sensitive Groups
China,Laiwu,140,Unhealthy for Sensitive Groups,2,Good,140,Unhealthy for Sensitive Groups,2,Good,81,Moderate
United States of America,Lake Elsinore,56,Moderate,2,Good,19,Good,13,Good,56,Moderate
Germany,Lappersdorf,46,Good,1,Good,26,Good,3,Good,46,Good
France,Le Robert,106,Unhealthy for Sensitive Groups,0,Good,24,Good,0,Good,106,Unhealthy for Sensitive Groups
Italy,Lecce,69,Moderate,1,Good,58,Moderate,2,Good,69,Moderate
Germany,Leinefelde,35,Good,0,Good,29,Good,1,Good,35,Good
Haiti,Leogane,86,Moderate,2,Good,23,Good,4,Good,86,Moderate
Brazil,Leopoldina,71,Moderate,2,Good,0,Good,6,Good,71,Moderate
China,Liaocheng,184,Unhealthy,7,Good,147,Unhealthy for Sensitive Groups,18,Good,184,Unhealthy
Gabon,Libreville,131,Unhealthy for Sensitive Groups,1,Good,27,Good,1,Good,131,Unhealthy for Sensitive Groups
Ireland,Limerick,23,Good,1,Good,23,Good,3,Good,17,Good
Austria,Linz,57,Moderate,1,Good,33,Good,1,Good,57,Moderate
China,Longfeng,92,Moderate,2,Good,92,Moderate,1,Good,84,Moderate
United States of America,Longmeadow,51,Moderate,1,Good,32,Good,5,Good,51,Moderate
Brazil,Lorena,84,Moderate,3,Good,1,Good,7,Good,84,Moderate
Germany,Lorsch,28,Good,1,Good,28,Good,2,Good,28,Good
Poland,Luban,35,Good,1,Good,25,Good,2,Good,35,Good
India,Madhubani,172,Unhealthy,3,Good,121,Unhealthy for Sensitive Groups,1,Good,172,Unhealthy
Nigeria,Maiduguri,95,Moderate,3,Good,18,Good,2,Good,95,Moderate
Spain,Majadahonda,51,Moderate,1,Good,12,Good,8,Good,51,Moderate
Kenya,Makueni,159,Unhealthy,6,Good,12,Good,3,Good,159,Unhealthy
Uruguay,Maldonado,26,Good,0,Good,26,Good,0,Good,21,Good
Philippines,Mandaue,66,Moderate,1,Good,23,Good,0,Good,66,Moderate
Kenya,Mandera,37,Good,0,Good,17,Good,0,Good,37,Good
India,Mandla,156,Unhealthy,1,Good,35,Good,0,Good,156,Unhealthy
Mexico,Maneadero,30,Good,1,Good,30,Good,4,Good,14,Good
Romania,Mangalia,41,Good,1,Good,41,Good,0,Good,25,Good
India,Manihari,188,Unhealthy,3,Good,153,Unhealthy,1,Good,188,Unhealthy
Spain,Manlleu,27,Good,1,Good,27,Good,1,Good,24,Good
Brazil,Marataizes,36,Good,1,Good,12,Good,2,Good,36,Good
Germany,Marburg,30,Good,0,Good,29,Good,1,Good,30,Good
Peru,Marcona,23,Good,0,Good,23,Good,0,Good,17,Good
Mexico,Marfil,55,Moderate,1,Good,17,Good,4,Good,55,Moderate
Netherlands,Margraten,32,Good,1,Good,25,Good,3,Good,32,Good
India,Khatra,184,Unhealthy,1,Good,82,Moderate,1,Good,184,Unhealthy
Sweden,Kinna,37,Good,1,Good,37,Good,2,Good,29,Good
Germany,Kirchhundem,29,Good,0,Good,28,Good,1,Good,29,Good
United States of America,Kirksville,61,Moderate,2,Good,24,Good,6,Good,61,Moderate
Japan,Kisarazu,64,Moderate,1,Good,64,Moderate,2,Good,34,Good
United States of America,Kittery,47,Good,1,Good,43,Good,3,Good,47,Good
Poland,Kluczbork,51,Moderate,1,Good,18,Good,6,Good,51,Moderate
India,Kodumudi,71,Moderate,1,Good,30,Good,0,Good,71,Moderate
Russian Federation,Kolpashevo,39,Good,1,Good,39,Good,0,Good,11,Good
Russian Federation,Kolyvan,38,Good,1,Good,38,Good,2,Good,38,Good
Japan,Komono,53,Moderate,1,Good,53,Moderate,0,Good,22,Good
Japan,Konan,50,Good,1,Good,50,Good,1,Good,21,Good
Germany,Konigstein,29,Good,0,Good,29,Good,2,Good,27,Good
Germany,Korbach,32,Good,0,Good,28,Good,1,Good,32,Good
Côte d'Ivoire,Korhogo,33,Good,1,Good,12,Good,0,Good,33,Good
Thailand,Kosum Phisai,54,Moderate,0,Good,29,Good,0,Good,54,Moderate
India,Kot Putli,323,Hazardous,1,Good,39,Good,0,Good,298,Very Unhealthy
Finland,Kouvola,31,Good,1,Good,31,Good,2,Good,4,Good
Germany,Kreuztal,33,Good,0,Good,26,Good,2,Good,33,Good
Poland,Krosno,53,Moderate,1,Good,32,Good,1,Good,53,Moderate
Malaysia,Kuala Terengganu,75,Moderate,1,Good,40,Good,0,Good,75,Moderate
Japan,Kumagaya,49,Good,1,Good,49,Good,0,Good,16,Good
Sweden,Kungsbacka,35,Good,1,Good,35,Good,2,Good,33,Good
Jordan,Kuraymah,98,Moderate,1,Good,46,Good,4,Good,98,Moderate
Russian Federation,Kurganinsk,47,Good,1,Good,41,Good,1,Good,47,Good
Switzerland,La Chaux De Fonds,36,Good,1,Good,24,Good,2,Good,36,Good
Spain,La Roda,30,Good,1,Good,29,Good,1,Good,30,Good
Dominican Republic,La Vega,150,Unhealthy,2,Good,6,Good,14,Good,150,Unhealthy
United Republic of Tanzania,Laela,24,Good,0,Good,16,Good,0,Good,24,Good
Finland,Ilmajoki,31,Good,1,Good,31,Good,1,Good,29,Good
Turkey,Inegol,27,Good,1,Good,26,Good,2,Good,27,Good
Brazil,Ipameri,31,Good,1,Good,7,Good,2,Good,31,Good
Brazil,Ipaussu,26,Good,1,Good,14,Good,0,Good,26,Good
Brazil,Itapema,55,Moderate,1,Good,5,Good,5,Good,55,Moderate
Brazil,Itapetininga,27,Good,1,Good,14,Good,1,Good,27,Good
Nigeria,Jalingo,65,Moderate,3,Good,16,Good,0,Good,65,Moderate
India,Jambusar,153,Unhealthy,0,Good,31,Good,0,Good,153,Unhealthy
India,Jha Jha,184,Unhealthy,1,Good,87,Moderate,1,Good,184,Unhealthy
China,Jiaocheng,122,Unhealthy for Sensitive Groups,2,Good,122,Unhealthy for Sensitive Groups,0,Good,98,Moderate
China,Jiaozuo,169,Unhealthy,5,Good,169,Unhealthy,11,Good,154,Unhealthy
China,Jinchengjiang,55,Moderate,2,Good,51,Moderate,0,Good,55,Moderate
Brazil,Jitauna,47,Good,1,Good,3,Good,3,Good,47,Good
China,Jixi,45,Good,1,Good,40,Good,0,Good,45,Good
United States of America,Joliet,61,Moderate,2,Good,20,Good,12,Good,61,Moderate
Iran (Islamic Republic of),Juybar,82,Moderate,1,Good,37,Good,2,Good,82,Moderate
Sudan,Kaduqli,45,Good,2,Good,12,Good,0,Good,45,Good
Greece,Kaisariani,65,Moderate,2,Good,34,Good,12,Good,65,Moderate
,Kaizuka,49,Good,1,Good,49,Good,0,Good,23,Good
Japan,Kakamigahara,49,Good,1,Good,49,Good,1,Good,18,Good
Russian Federation,Kalininskaya,55,Moderate,1,Good,30,Good,5,Good,55,Moderate
,Kamal,155,Unhealthy,2,Good,47,Good,1,Good,155,Unhealthy
Thailand,Kamalasai,60,Moderate,0,Good,28,Good,0,Good,60,Moderate
India,Kanchipuram,59,Moderate,1,Good,28,Good,1,Good,59,Moderate
India,Kankavli,89,Moderate,0,Good,21,Good,0,Good,89,Moderate
India,Kanke,165,Unhealthy,1,Good,47,Good,0,Good,165,Unhealthy
India,Karmala,112,Unhealthy for Sensitive Groups,0,Good,30,Good,0,Good,112,Unhealthy for Sensitive Groups
India,Kasganj,500,Hazardous,1,Good,61,Moderate,3,Good,476,Hazardous
Japan,Kashiwazaki,40,Good,1,Good,40,Good,0,Good,30,Good
Iran (Islamic Republic of),Kazerun,71,Moderate,0,Good,50,Good,0,Good,71,Moderate
Germany,Kehl,31,Good,1,Good,27,Good,2,Good,31,Good
India,Kendrapara,165,Unhealthy,2,Good,45,Good,2,Good,165,Unhealthy
United States of America,Kenmore,61,Moderate,2,Good,16,Good,15,Good,61,Moderate
India,Khagaria,193,Unhealthy,4,Good,172,Unhealthy,1,Good,193,Unhealthy
Philippines,Ramon,47,Good,1,Good,27,Good,0,Good,47,Good
Brazil,Raul Soares,49,Good,1,Good,4,Good,3,Good,49,Good
Israel,Reine,132,Unhealthy for Sensitive Groups,2,Good,44,Good,10,Good,132,Unhealthy for Sensitive Groups
Ukraine,Reni,41,Good,1,Good,41,Good,0,Good,30,Good
Germany,Rheine,33,Good,1,Good,33,Good,2,Good,25,Good
Brazil,Riachao Das Neves,13,Good,1,Good,6,Good,1,Good,13,Good
Czechia,Ricany,33,Good,1,Good,28,Good,2,Good,33,Good
Senegal,Richard Toll,150,Unhealthy,1,Good,24,Good,1,Good,150,Unhealthy
Netherlands,Rijnsburg,40,Good,1,Good,27,Good,5,Good,40,Good
United States of America,Ringwood,52,Moderate,1,Good,46,Good,3,Good,52,Moderate
Brazil,Rio Branco Do Sul,60,Moderate,1,Good,13,Good,5,Good,60,Moderate
Colombia,Riosucio,93,Moderate,3,Good,1,Good,5,Good,93,Moderate
United States of America,Ripon,50,Good,1,Good,22,Good,10,Good,50,Good
United States of America,River Ridge,75,Moderate,1,Good,19,Good,8,Good,75,Moderate
Cuba,Rodas,87,Moderate,1,Good,18,Good,3,Good,87,Moderate
India,Rohtak,500,Hazardous,1,Good,41,Good,1,Good,467,Hazardous
Thailand,Phun Phin,34,Good,0,Good,18,Good,0,Good,34,Good
Italy,Pineto,47,Good,1,Good,47,Good,1,Good,39,Good
Philippines,Pio,70,Moderate,1,Good,23,Good,1,Good,70,Moderate
Brazil,Piraju,30,Good,1,Good,16,Good,0,Good,30,Good
Brazil,Pirassununga,65,Moderate,2,Good,2,Good,5,Good,65,Moderate
Chile,Pitrufquen,60,Moderate,2,Good,2,Good,9,Good,60,Moderate
Mexico,Poanas,72,Moderate,1,Good,21,Good,0,Good,72,Moderate
United States of America,Pocatello,55,Moderate,2,Good,4,Good,7,Good,55,Moderate
Italy,Poggiomarino,41,Good,1,Good,41,Good,2,Good,15,Good
,Ponnani,70,Moderate,0,Good,26,Good,0,Good,70,Moderate
India,Porsa,189,Unhealthy,1,Good,46,Good,0,Good,189,Unhealthy
South Africa,Port Alfred,50,Good,1,Good,29,Good,0,Good,50,Good
Brazil,Porto Seguro,29,Good,1,Good,13,Good,1,Good,29,Good
Russian Federation,Povorino,61,Moderate,1,Good,38,Good,0,Good,61,Moderate
Czechia,Prerov,36,Good,1,Good,30,Good,1,Good,36,Good
Brazil,Presidente Epitacio,23,Good,0,Good,19,Good,0,Good,23,Good
Ghana,Prestea,80,Moderate,1,Good,16,Good,0,Good,80,Moderate
United Kingdom of Great Britain and Northern Ireland,Preston,65,Moderate,0,Good,32,Good,1,Good,65,Moderate
Brazil,Princesa Isabel,24,Good,0,Good,12,Good,0,Good,24,Good
Venezuela (Bolivarian Republic of),Puerto Cabello,155,Unhealthy,4,Good,12,Good,11,Good,155,Unhealthy
Colombia,Puerto Carreno,20,Good,1,Good,4,Good,1,Good,20,Good
Spain,Puerto Lumbreras,32,Good,1,Good,32,Good,1,Good,28,Good
India,Pujali,175,Unhealthy,3,Good,104,Unhealthy for Sensitive Groups,3,Good,175,Unhealthy
Myanmar,Pyinmana,25,Good,0,Good,22,Good,0,Good,25,Good
China,Qinnan,171,Unhealthy,3,Good,171,Unhealthy,3,Good,142,Unhealthy for Sensitive Groups
China,Qiongshan,64,Moderate,1,Good,35,Good,2,Good,64,Moderate
India,Radhanpur,216,Very Unhealthy,0,Good,31,Good,0,Good,208,Very Unhealthy
Bulgaria,Radnevo,38,Good,1,Good,38,Good,1,Good,34,Good
South Africa,Pietersburg,56,Moderate,2,Good,32,Good,1,Good,56,Moderate
China,Pingliang,75,Moderate,1,Good,75,Moderate,0,Good,69,Moderate
Brazil,Piripiri,38,Good,1,Good,9,Good,1,Good,38,Good
India,Piriyapatna,27,Good,0,Good,21,Good,0,Good,27,Good
Russian Federation,Pochinki,35,Good,1,Good,35,Good,0,Good,23,Good
Montenegro,Podgorica,68,Moderate,1,Good,30,Good,1,Good,68,Moderate
Serbia,Podujevo,46,Good,1,Good,37,Good,0,Good,46,Good
Ukraine,Polonne,36,Good,1,Good,36,Good,1,Good,24,Good
Russian Federation,Poltavskaya,38,Good,1,Good,38,Good,1,Good,9,Good
Poland,Poniatowa,87,Moderate,1,Good,35,Good,2,Good,87,Moderate
,Pontian Kecil,102,Unhealthy for Sensitive Groups,1,Good,36,Good,2,Good,102,Unhealthy for Sensitive Groups
Brazil,Porto Belo,92,Moderate,2,Good,16,Good,4,Good,92,Moderate
Brazil,Porto Calvo,25,Good,0,Good,20,Good,0,Good,25,Good
Brazil,Porto Franco,46,Good,1,Good,5,Good,1,Good,46,Good
Italy,Porto Recanati,50,Good,2,Good,38,Good,7,Good,50,Good
Spain,Portugalete,41,Good,1,Good,41,Good,1,Good,17,Good
Canada,Prince Albert,34,Good,1,Good,34,Good,0,Good,9,Good
Russian Federation,Privolzhskiy,64,Moderate,1,Good,36,Good,1,Good,64,Moderate
Russian Federation,Pudozh,52,Moderate,1,Good,29,Good,0,Good,52,Moderate
Indonesia,Purworejo,92,Moderate,2,Good,42,Good,2,Good,92,Moderate
India,Puttur,67,Moderate,0,Good,27,Good,0,Good,67,Moderate
United Kingdom of Great Britain and Northern Ireland,Radcliffe,62,Moderate,1,Good,15,Good,12,Good,62,Moderate
Israel,Ramat Hasharon,69,Moderate,1,Good,48,Good,5,Good,69,Moderate
United States of America,Bryan,124,Unhealthy for Sensitive Groups,1,Good,19,Good,2,Good,124,Unhealthy for Sensitive Groups
Russian Federation,Buguruslan,50,Good,1,Good,31,Good,0,Good,50,Good
Albania,Bulqize,65,Moderate,1,Good,42,Good,0,Good,65,Moderate
Indonesia,Bumiayu,73,Moderate,1,Good,37,Good,1,Good,73,Moderate
Democratic Republic of the Congo,Businga,49,Good,3,Good,10,Good,0,Good,49,Good
Brazil,Caconde,50,Good,1,Good,10,Good,2,Good,50,Good
Brazil,Caiaponia,22,Good,1,Good,7,Good,1,Good,22,Good
Italy,Caldogno,62,Moderate,2,Good,32,Good,8,Good,62,Moderate
United States of America,California City,58,Moderate,1,Good,41,Good,2,Good,58,Moderate
Italy,Calolziocorte,60,Moderate,2,Good,40,Good,4,Good,60,Moderate
Bolivia (Plurinational State of),Camiri,12,Good,1,Good,1,Good,0,Good,12,Good
Italy,Campobello Di Mazara,34,Good,1,Good,27,Good,4,Good,34,Good
Hungary,Balatonfured,64,Moderate,1,Good,41,Good,0,Good,64,Moderate
Hungary,Balmazujvaros,71,Moderate,1,Good,33,Good,1,Good,71,Moderate
United Kingdom of Great Britain and Northern Ireland,Banbury,26,Good,1,Good,24,Good,4,Good,26,Good
Cameroon,Banyo,63,Moderate,2,Good,12,Good,0,Good,63,Moderate
Indonesia,Banyumas,62,Moderate,1,Good,36,Good,0,Good,62,Moderate
Tunisia,Bardaw,114,Unhealthy for Sensitive Groups,4,Good,28,Good,20,Good,114,Unhealthy for Sensitive Groups
,Barreiro,36,Good,1,Good,36,Good,4,Good,17,Good
India,Barsi,100,Unhealthy for Sensitive Groups,0,Good,26,Good,0,Good,100,Unhealthy for Sensitive Groups
Germany,Barsinghausen,35,Good,0,Good,35,Good,1,Good,28,Good
Venezuela (Bolivarian Republic of),Baruta,42,Good,1,Good,17,Good,6,Good,42,Good
Kyrgyzstan,Batken,123,Unhealthy for Sensitive Groups,1,Good,41,Good,0,Good,123,Unhealthy for Sensitive Groups
Indonesia,Baturaden,69,Moderate,1,Good,35,Good,1,Good,69,Moderate
India,Bayana,211,Very Unhealthy,1,Good,64,Moderate,0,Good,211,Very Unhealthy
Russian Federation,Baykalsk,31,Good,1,Good,31,Good,0,Good,30,Good
United States of America,Bayonet Point,64,Moderate,1,Good,22,Good,10,Good,64,Moderate
Poland,Zabki,41,Good,1,Good,41,Good,0,Good,31,Good
Japan,Zama,76,Moderate,2,Good,28,Good,11,Good,76,Moderate
China,Zhaoqing,145,Unhealthy for Sensitive Groups,4,Good,8,Good,21,Good,145,Unhealthy for Sensitive Groups
China,Zhaoyuan,87,Moderate,3,Good,29,Good,5,Good,87,Moderate
China,Zhuozhou,162,Unhealthy,5,Good,19,Good,33,Good,162,Unhealthy
Mexico,Canoa,105,Unhealthy for Sensitive Groups,1,Good,13,Good,6,Good,105,Unhealthy for Sensitive Groups
Italy,Capoterra,53,Moderate,1,Good,38,Good,3,Good,53,Moderate
Italy,Capurso,58,Moderate,1,Good,56,Moderate,2,Good,58,Moderate
Italy,Castellanza,72,Moderate,2,Good,26,Good,7,Good,72,Moderate
United States of America,Catano,39,Good,0,Good,22,Good,0,Good,39,Good
United States of America,Cave Spring,60,Moderate,2,Good,28,Good,6,Good,60,Moderate
United States of America,Cedar Mill,52,Moderate,1,Good,8,Good,15,Good,52,Moderate
United States of America,Cedar Rapids,35,Good,1,Good,35,Good,2,Good,32,Good
Italy,Celano,88,Moderate,1,Good,37,Good,2,Good,88,Moderate
Slovenia,Celje,85,Moderate,1,Good,41,Good,3,Good,85,Moderate
South Africa,Ceres,119,Unhealthy for Sensitive Groups,3,Good,14,Good,2,Good,119,Unhealthy for Sensitive Groups
Brazil,Cerqueira Cesar,53,Moderate,1,Good,14,Good,1,Good,53,Moderate
Czechia,Ceska Trebova,74,Moderate,1,Good,44,Good,1,Good,74,Moderate
Russian Federation,Khasanya,37,Good,1,Good,37,Good,0,Good,31,Good
Thailand,Khlong Luang,73,Moderate,1,Good,27,Good,2,Good,73,Moderate
Greece,Kholargos,50,Good,1,Good,45,Good,0,Good,50,Good
United Republic of Tanzania,Kidodi,17,Good,0,Good,17,Good,0,Good,16,Good
Iraq,Kifri,135,Unhealthy for Sensitive Groups,2,Good,114,Unhealthy for Sensitive Groups,1,Good,135,Unhealthy for Sensitive Groups
United Republic of Tanzania,Kigonsera,18,Good,0,Good,18,Good,0,Good,11,Good
United States of America,King City,36,Good,1,Good,36,Good,1,Good,21,Good
United States of America,Kingsville,99,Moderate,1,Good,19,Good,2,Good,99,Moderate
Belgium,Kinrooi,42,Good,1,Good,31,Good,3,Good,42,Good
Germany,Kirchheim,55,Moderate,1,Good,36,Good,4,Good,55,Moderate
United Republic of Tanzania,Kisanga,18,Good,0,Good,17,Good,0,Good,18,Good
Belarus,Kobryn,38,Good,1,Good,38,Good,0,Good,34,Good
Japan,Kokubu,39,Good,1,Good,39,Good,1,Good,26,Good
Austria,Korneuburg,63,Moderate,1,Good,42,Good,2,Good,63,Moderate
Greece,Kos,63,Moderate,1,Good,48,Good,0,Good,63,Moderate
Guinea,Koundara,153,Unhealthy,1,Good,20,Good,0,Good,153,Unhealthy
Poland,Krapkowice,75,Moderate,1,Good,38,Good,1,Good,75,Moderate
Russian Federation,Krasnoturinsk,32,Good,1,Good,32,Good,0,Good,4,Good
Russian Federation,Krasnoufimsk,37,Good,1,Good,27,Good,0,Good,37,Good
Russian Federation,Kubinka,65,Moderate,1,Good,24,Good,4,Good,65,Moderate
India,Kudal,82,Moderate,0,Good,22,Good,0,Good,82,Moderate
Albania,Kukes,59,Moderate,1,Good,41,Good,0,Good,59,Moderate
Latvia,Kuldiga,43,Good,1,Good,36,Good,0,Good,43,Good
India,Kulu,68,Moderate,1,Good,48,Good,0,Good,68,Moderate
Germany,Kummersbruck,53,Moderate,1,Good,46,Good,1,Good,53,Moderate
Switzerland,Kussnacht,40,Good,1,Good,32,Good,1,Good,40,Good
France,La Seyne Sur Mer,108,Unhealthy for Sensitive Groups,1,Good,22,Good,16,Good,108,Unhealthy for Sensitive Groups
Belgium,Laarne,41,Good,1,Good,27,Good,5,Good,41,Good
Russian Federation,Labinsk,35,Good,1,Good,35,Good,1,Good,24,Good
Cameroon,Lagdo,64,Moderate,2,Good,15,Good,0,Good,64,Moderate
Uganda,Kamwenge,63,Moderate,2,Good,16,Good,0,Good,63,Moderate
China,Karamay,104,Unhealthy for Sensitive Groups,1,Good,41,Good,0,Good,104,Unhealthy for Sensitive Groups
Indonesia,Karangsembung,73,Moderate,1,Good,41,Good,0,Good,73,Moderate
India,Karanja,152,Unhealthy,1,Good,30,Good,0,Good,152,Unhealthy
Germany,Karben,64,Moderate,1,Good,41,Good,2,Good,64,Moderate
Russian Federation,Kataysk,33,Good,1,Good,33,Good,0,Good,23,Good
,Kavieng,65,Moderate,0,Good,19,Good,0,Good,65,Moderate
Japan,Kazuno,36,Good,1,Good,36,Good,1,Good,22,Good
Israel,Kefar Sava,67,Moderate,1,Good,48,Good,5,Good,67,Moderate
Finland,Kemi,36,Good,1,Good,17,Good,6,Good,36,Good
Greece,Khalandrion,50,Good,1,Good,45,Good,0,Good,50,Good
Pakistan,Kharan,154,Unhealthy,1,Good,46,Good,0,Good,154,Unhealthy
Germany,Lampertheim,60,Moderate,1,Good,35,Good,3,Good,60,Moderate
,Landskrona,36,Good,0,Good,36,Good,0,Good,18,Good
Germany,Langenhagen,35,Good,0,Good,35,Good,1,Good,22,Good
Netherlands,Laren,30,Good,1,Good,30,Good,2,Good,16,Good
United States of America,Largo,62,Moderate,1,Good,33,Good,4,Good,62,Moderate
Panama,Las Cumbres,97,Moderate,3,Good,16,Good,12,Good,97,Moderate
Germany,Lauingen,53,Moderate,1,Good,27,Good,6,Good,53,Moderate
France,Le Cannet,100,Unhealthy for Sensitive Groups,2,Good,20,Good,9,Good,100,Unhealthy for Sensitive Groups
Spain,Leganes,28,Good,1,Good,28,Good,3,Good,16,Good
Italy,Legnano,75,Moderate,1,Good,33,Good,6,Good,75,Moderate
United States of America,Lenexa,53,Moderate,1,Good,34,Good,4,Good,53,Moderate
Russian Federation,Leninsk,49,Good,1,Good,40,Good,0,Good,49,Good
Russian Federation,Lesozavodsk,37,Good,1,Good,31,Good,0,Good,37,Good
Canada,Lethbridge,38,Good,1,Good,38,Good,0,Good,13,Good
China,Lianran,31,Good,1,Good,19,Good,1,Good,31,Good
United States of America,Glen Allen,53,Moderate,2,Good,35,Good,5,Good,53,Moderate
Indonesia,Gombong,63,Moderate,1,Good,37,Good,0,Good,63,Moderate
Netherlands,Gorssel,30,Good,0,Good,30,Good,2,Good,17,Good
Poland,Gostyn,84,Moderate,1,Good,37,Good,1,Good,84,Moderate
Burkina Faso,Gourcy,66,Moderate,1,Good,19,Good,0,Good,66,Moderate
Russian Federation,Gryazi,49,Good,1,Good,35,Good,0,Good,49,Good
Pakistan,Gujar Khan,151,Unhealthy,2,Good,130,Unhealthy for Sensitive Groups,0,Good,151,Unhealthy
Russian Federation,Gus Khrustalnyy,35,Good,1,Good,35,Good,0,Good,27,Good
,Gushikawa,41,Good,1,Good,41,Good,0,Good,22,Good
Italy,Gussago,61,Moderate,2,Good,26,Good,7,Good,61,Moderate
Viet Nam,Ha Tinh,38,Good,1,Good,28,Good,0,Good,38,Good
United States of America,Hackensack,117,Unhealthy for Sensitive Groups,3,Good,8,Good,32,Good,117,Unhealthy for Sensitive Groups
Iran (Islamic Republic of),Hadishahr,36,Good,1,Good,36,Good,0,Good,29,Good
Ethiopia,Hagere Hiywet,54,Moderate,1,Good,24,Good,0,Good,54,Moderate
United States of America,Ham Lake,50,Good,1,Good,41,Good,3,Good,50,Good
Germany,Hamm,40,Good,1,Good,33,Good,2,Good,40,Good
India,Harihar,53,Moderate,0,Good,22,Good,0,Good,53,Moderate
United Kingdom of Great Britain and Northern Ireland,Harpenden,30,Good,0,Good,30,Good,2,Good,16,Good
Germany,Haselunne,33,Good,0,Good,33,Good,1,Good,14,Good
Iran (Islamic Republic of),Hashtgerd,133,Unhealthy for Sensitive Groups,2,Good,122,Unhealthy for Sensitive Groups,3,Good,133,Unhealthy for Sensitive Groups
Finland,Haukipudas,40,Good,1,Good,20,Good,5,Good,40,Good
United States of America,Hazel Park,37,Good,1,Good,30,Good,5,Good,37,Good
United Kingdom of Great Britain and Northern Ireland,Heanor,42,Good,1,Good,21,Good,7,Good,42,Good
Germany,Hechingen,51,Moderate,1,Good,34,Good,2,Good,51,Moderate
Spain,Hellin,26,Good,1,Good,24,Good,1,Good,26,Good
United States of America,Highland,69,Moderate,2,Good,11,Good,18,Good,69,Moderate
Japan,Hiji,39,Good,1,Good,39,Good,1,Good,18,Good
Germany,Hilden,49,Good,1,Good,31,Good,3,Good,49,Good
Japan,Hirara,42,Good,1,Good,42,Good,0,Good,16,Good
India,Hirekerur,57,Moderate,0,Good,22,Good,0,Good,57,Moderate
United Kingdom of Great Britain and Northern Ireland,Hitchin,26,Good,1,Good,26,Good,5,Good,18,Good
Belgium,Hoogstraten,29,Good,1,Good,29,Good,3,Good,29,Good
China,Houma,142,Unhealthy for Sensitive Groups,2,Good,142,Unhealthy for Sensitive Groups,3,Good,80,Moderate
Poland,Hrubieszow,62,Moderate,1,Good,37,Good,1,Good,62,Moderate
China,Hsinhua,113,Unhealthy for Sensitive Groups,2,Good,113,Unhealthy for Sensitive Groups,3,Good,79,Moderate
Peru,Huanta,19,Good,1,Good,2,Good,2,Good,19,Good
Sweden,Hudiksvall,26,Good,0,Good,26,Good,0,Good,17,Good
