Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing,Size_type,Rooms Num,Property Type Supergroup
Mont Kiara,1300000,3+1,4.0,2.0,Condominium,2000.0,Fully Furnished,Built-up ,4,Condominium
Taman Duta,2490000,4+1,4.0,5.0,Condominium (Penthouse),2800.0,Partly Furnished,Built-up ,5,Condominium
Taman Tun Dr Ismail,6000000,8,8.0,6.0,Bungalow,27600.0,Partly Furnished,Land area ,8,Bungalow
Taman Tun Dr Ismail,930000,3,2.0,1.0,Condominium (Corner),1356.0,Fully Furnished,Built-up ,3,Condominium
Bandar Menjalara,408000,3,2.0,1.0,Condominium,1076.0,Unfurnished,Built-up ,3,Condominium
Sri Petaling,345000,3,2.0,2.0,Condominium,850.0,Fully Furnished,Built-up ,3,Condominium
Cheras,850680,3+1,3.0,2.0,Serviced Residence (Corner),1272.0,Fully Furnished,Built-up ,4,Serviced Residence
Jalan Kuching,620000,3+1,2.0,1.0,Condominium (Intermediate),1295.0,Fully Furnished,Built-up ,4,Condominium
Kuchai Lama,440000,2,2.0,2.0,Condominium (Intermediate),936.0,Partly Furnished,Built-up ,2,Condominium
Kepong,2830000,5+1,6.0,7.0,Semi-detached House (Intermediate),3200.0,Partly Furnished,Land area ,6,Semi-detached House
Setapak,380000,3+1,2.0,2.0,Condominium (Intermediate),950.0,Unfurnished,Built-up ,4,Condominium
Setapak,380000,3+1,2.0,2.0,Condominium (Intermediate),950.0,Unfurnished,Built-up ,4,Condominium
Setapak,500000,4,2.0,3.0,Condominium (Intermediate),1333.0,Unfurnished,Built-up ,4,Condominium
Setapak,380000,3+1,2.0,2.0,Condominium (Intermediate),950.0,Unfurnished,Built-up ,4,Condominium
Sri Hartamas,1100000,3,3.0,2.0,Townhouse (Intermediate),1700.0,Partly Furnished,Built-up ,3,Townhouse
Kuchai Lama,799000,3,2.0,2.0,Condominium,1150.0,Partly Furnished,Built-up ,3,Condominium
Seputeh,670000,2,2.0,1.0,Condominium,807.0,Partly Furnished,Built-up ,2,Condominium
Setapak,380000,3+1,2.0,2.0,Condominium (Intermediate),950.0,Unfurnished,Built-up ,4,Condominium
Kepong,750000,4,3.0,3.0,2-sty Terrace/Link House (Intermediate),1760.0,Partly Furnished,Land area ,4,Terrace/Link House
Bukit Jalil,880000,3+1,3.0,2.0,Condominium (Corner),1457.0,Fully Furnished,Built-up ,4,Condominium
Sri Hartamas,870000,3+1,2.0,1.0,Serviced Residence,1230.0,Fully Furnished,Built-up ,4,Serviced Residence
Pandan Indah,650000,4,3.0,2.0,2-sty Terrace/Link House (Intermediate),1080.0,Unfurnished,Land area ,4,Terrace/Link House
Jalan Klang Lama (Old Klang Road),410000,3+1,2.0,1.0,Serviced Residence,852.0,Partly Furnished,Built-up ,4,Serviced Residence
Jalan Klang Lama (Old Klang Road),1380000,3+1,4.0,4.0,Condominium (Corner),2378.0,Partly Furnished,Land area ,4,Condominium
Jalan Klang Lama (Old Klang Road),960000,2,2.0,2.0,Condominium (Intermediate),1523.0,Partly Furnished,Land area ,2,Condominium
Jalan Klang Lama (Old Klang Road),1080000,3+1,4.0,3.0,Condominium (Intermediate),1875.0,Unfurnished,Land area ,4,Condominium
Jalan Klang Lama (Old Klang Road),1050000,2+1,3.0,2.0,Condominium (Intermediate),1707.0,Partly Furnished,Land area ,3,Condominium
Bangsar South,945000,3,2.0,1.0,Serviced Residence (Corner),1119.0,Unfurnished,Land area ,3,Serviced Residence
Jalan Klang Lama (Old Klang Road),1050000,2+1,3.0,2.0,Condominium (Intermediate),1707.0,Partly Furnished,Land area ,3,Condominium
Jalan Klang Lama (Old Klang Road),1200000,2+1,3.0,2.0,Condominium (Intermediate),1707.0,Partly Furnished,Land area ,3,Condominium
Jalan Klang Lama (Old Klang Road),878000,2,2.0,2.0,Condominium (Intermediate),1523.0,Partly Furnished,Land area ,2,Condominium
Jalan Klang Lama (Old Klang Road),1250000,3+1,4.0,2.0,Condominium (Intermediate),2119.0,Partly Furnished,Land area ,4,Condominium
Jalan Klang Lama (Old Klang Road),860000,2+1,3.0,2.0,Condominium (Intermediate),1523.0,Partly Furnished,Land area ,3,Condominium
Bukit Jalil,510000,2+1,2.0,1.0,Apartment (EndLot),1018.0,Partly Furnished,Built-up ,3,Apartment
Ampang Hilir,3750000,4+1,4.0,3.0,Condominium,3412.0,Partly Furnished,Built-up ,5,Condominium
Setapak,380000,3+1,2.0,2.0,Condominium (Intermediate),950.0,Unfurnished,Built-up ,4,Condominium
Setapak,380000,3+1,2.0,2.0,Condominium (Intermediate),950.0,Unfurnished,Built-up ,4,Condominium
Setapak,380000,3+1,2.0,2.0,Condominium (Intermediate),950.0,Unfurnished,Built-up ,4,Condominium
Kepong,620000,3+1,2.0,3.0,Serviced Residence,1292.0,Partly Furnished,Built-up ,4,Serviced Residence
Damansara Heights,3250000,4+1,5.0,4.0,Condominium (Corner),5046.0,Partly Furnished,Built-up ,5,Condominium
Damansara Heights,3250000,4+1,5.0,4.0,Condominium (Corner),5046.0,Partly Furnished,Built-up ,5,Condominium
Taman Desa,620000,2,2.0,1.0,Condominium,998.0,Fully Furnished,Built-up ,2,Condominium
Kepong,588000,3,2.0,2.0,Serviced Residence,1027.0,Partly Furnished,Built-up ,3,Serviced Residence
Ampang Hilir,688000,Studio,1.0,1.0,Serviced Residence,502.0,Fully Furnished,Built-up ,1,Serviced Residence
Jalan Klang Lama (Old Klang Road),1100000,5,2.0,2.0,Serviced Residence,1905.0,Fully Furnished,Built-up ,5,Serviced Residence
Jalan Klang Lama (Old Klang Road),550000,3,2.0,1.0,Condominium,1108.0,Fully Furnished,Built-up ,3,Condominium
Jalan Klang Lama (Old Klang Road),433000,3,2.0,2.0,Serviced Residence,950.0,Partly Furnished,Built-up ,3,Serviced Residence
Klcc,1650000,2,2.0,1.0,Serviced Residence,1030.0,Fully Furnished,Built-up ,2,Serviced Residence
Setapak,520000,4,2.0,1.0,Condominium,1328.0,Partly Furnished,Built-up ,4,Condominium
Cheras,735000,3,2.0,1.0,Condominium,1535.0,Partly Furnished,Built-up ,3,Condominium
Setapak,538000,3,2.0,2.0,Condominium,1102.0,Partly Furnished,Built-up ,3,Condominium
Taman Desa,308000,3,2.0,1.0,Apartment (Intermediate),830.0,Partly Furnished,Built-up ,3,Apartment
Setapak,380000,3+1,2.0,2.0,Condominium (Intermediate),950.0,Unfurnished,Built-up ,4,Condominium
Brickfields,1200000,3+1,3.0,3.0,Serviced Residence (Corner),1733.0,Fully Furnished,Built-up ,4,Serviced Residence
Wangsa Maju,1900000,5+1,6.0,2.0,Semi-detached House (Corner),2628.0,Partly Furnished,Land area ,6,Semi-detached House
Bangsar,4000000,5,3.0,4.0,Semi-detached House (Intermediate),4300.0,Partly Furnished,Land area ,5,Semi-detached House
Sentul,530000,4,3.0,1.0,2-sty Terrace/Link House,880.0,Unfurnished,Land area ,4,Terrace/Link House
Kl City,530000,3,2.0,1.0,Condominium,1105.0,Unfurnished,Built-up ,3,Condominium
Taman Melawati,960000,4,3.0,2.0,2-sty Terrace/Link House,1760.0,Unfurnished,Land area ,4,Terrace/Link House
Wangsa Maju,1700000,6,4.0,4.0,1-sty Terrace/Link House,4000.0,Fully Furnished,Land area ,6,Terrace/Link House
Taman Desa,980000,3+1,2.0,1.0,Condominium (Intermediate),1560.0,Fully Furnished,Built-up ,4,Condominium
Taman Desa,500000,2,2.0,1.0,Condominium,950.0,Partly Furnished,Built-up ,2,Condominium
Klcc,4800000,4+1,6.0,2.0,Serviced Residence,3300.0,Fully Furnished,Built-up ,5,Serviced Residence
Mont Kiara,870000,3,2.0,1.0,Serviced Residence,1248.0,Fully Furnished,Built-up ,3,Serviced Residence
Bukit Bintang,550000,3,2.0,1.0,Condominium (Intermediate),1300.0,Partly Furnished,Built-up ,3,Condominium
Taman Desa,360000,3,2.0,1.0,Condominium (Intermediate),938.0,Partly Furnished,Built-up ,3,Condominium
Taman Desa,470000,3,2.0,1.0,Condominium (Intermediate),1200.0,Partly Furnished,Built-up ,3,Condominium
Taman Melawati,3000000,5+1,6.0,8.0,Bungalow,3600.0,Fully Furnished,Land area ,6,Bungalow
Mont Kiara,720000,3,2.0,2.0,Condominium (Corner),1015.0,Partly Furnished,Built-up ,3,Condominium
Setapak,415791,3,2.0,1.0,Serviced Residence (Intermediate),842.0,Unfurnished,Built-up ,3,Serviced Residence
Wangsa Maju,400000,3+1,2.0,1.0,Serviced Residence (Intermediate),770.0,Partly Furnished,Built-up ,4,Serviced Residence
Cheras,700000,3,2.0,2.0,Condominium (Intermediate),1093.0,Partly Furnished,Built-up ,3,Condominium
Kl Sentral,2155000,2,2.0,1.0,Serviced Residence,1485.0,Fully Furnished,Built-up ,2,Serviced Residence
Pandan Perdana,560000,4,3.0,3.0,2-sty Terrace/Link House (Intermediate),1470.0,Unfurnished,Land area ,4,Terrace/Link House
Sungai Besi,638000,2+1,2.0,2.0,Serviced Residence (Intermediate),1025.0,Fully Furnished,Built-up ,3,Serviced Residence
Ampang Hilir,4850000,4+1,5.0,3.0,Condominium (Corner),5298.0,Partly Furnished,Land area ,5,Condominium
Mont Kiara,4380000,5+1,6.0,4.0,Semi-detached House (Intermediate),6131.0,Fully Furnished,Land area ,6,Semi-detached House
Desa Parkcity,1550000,3+1,4.0,2.0,Condominium,1777.0,Fully Furnished,Built-up ,4,Condominium
Mont Kiara,4450000,5+1,6.0,4.0,Semi-detached House,5513.0,Fully Furnished,Land area ,6,Semi-detached House
Segambut,620000,3,3.0,2.0,Condominium (Intermediate),1155.0,Partly Furnished,Built-up ,3,Condominium
Segambut,688000,3,3.0,2.0,Condominium,1295.0,Partly Furnished,Built-up ,3,Condominium
Desa Parkcity,1080000,3,2.0,2.0,Condominium (Intermediate),1421.0,Partly Furnished,Built-up ,3,Condominium
Mont Kiara,4400000,5+1,6.0,4.0,Semi-detached House,5513.0,Fully Furnished,Land area ,6,Semi-detached House
Desa Parkcity,1380000,3,3.0,2.0,Condominium (Intermediate),1572.0,Partly Furnished,Built-up ,3,Condominium
Mont Kiara,4400000,5+1,6.0,2.0,Semi-detached House,4600.0,Fully Furnished,Built-up ,6,Semi-detached House
Segambut,690000,3,3.0,2.0,Condominium,1295.0,Partly Furnished,Built-up ,3,Condominium
Kepong,628000,3+1,2.0,2.0,Serviced Residence,1292.0,Partly Furnished,Built-up ,4,Serviced Residence
Bangsar,4350000,3+1,3.0,4.0,Bungalow,6000.0,Unfurnished,Land area ,4,Bungalow
Mont Kiara,800000,2,2.0,1.0,Condominium,1071.0,Fully Furnished,Built-up ,2,Condominium
Jalan Klang Lama (Old Klang Road),420000,3,2.0,2.0,Condominium,998.0,Partly Furnished,Built-up ,3,Condominium
Bangsar South,550000,3,2.0,1.0,Condominium (Corner),900.0,Partly Furnished,Built-up ,3,Condominium
Klcc,2800000,4+1,5.0,3.0,Condominium,3800.0,Partly Furnished,Built-up ,5,Condominium
Sentul,590000,3,2.0,2.0,Condominium (Intermediate),901.0,Partly Furnished,Built-up ,3,Condominium
Klcc,5100000,5+1,6.0,3.0,Condominium (Intermediate),4427.0,Partly Furnished,Built-up ,6,Condominium
Bukit Bintang,1880000,4,4.0,2.0,Condominium (Intermediate),1822.0,Fully Furnished,Built-up ,4,Condominium
Mont Kiara,820000,3,2.0,1.0,Serviced Residence,1248.0,Fully Furnished,Built-up ,3,Serviced Residence
Desa Parkcity,3600000,3+1,5.0,3.0,2-sty Terrace/Link House (Corner),5400.0,Partly Furnished,Land area ,4,Terrace/Link House
Cheras,280000,3,2.0,1.0,Condominium,861.0,Partly Furnished,Built-up ,3,Condominium
Jalan Kuching,480000,Studio,1.0,1.0,Serviced Residence,563.0,Fully Furnished,Built-up ,1,Serviced Residence
Kl City,1077627,1+1,1.0,1.0,Serviced Residence,625.0,Partly Furnished,Built-up ,2,Serviced Residence
Mont Kiara,2969000,4+1,6.0,2.0,Condominium,2702.0,Partly Furnished,Land area ,5,Condominium
Sri Hartamas,560000,1+1,1.0,1.0,Serviced Residence,560.0,Fully Furnished,Built-up ,2,Serviced Residence
Damansara,2100000,3,3.0,3.0,2-sty Terrace/Link House (Intermediate),1760.0,Partly Furnished,Land area ,3,Terrace/Link House
Sentul,500000,4,2.0,2.0,Serviced Residence (Corner),1000.0,Unfurnished,Built-up ,4,Serviced Residence
Cheras,589000,3+1,2.0,2.0,Condominium (Corner),1394.0,Fully Furnished,Built-up ,4,Condominium
Cheras,328888,3,2.0,1.0,Condominium (Intermediate),1111.0,Partly Furnished,Built-up ,3,Condominium
Cheras,850000,4,4.0,2.0,2-sty Terrace/Link House (Intermediate),1650.0,Partly Furnished,Land area ,4,Terrace/Link House
Setapak,1600000,4+1,4.0,2.0,Condominium (Intermediate),2687.0,Partly Furnished,Built-up ,5,Condominium
Setapak,788000,3+1,3.0,2.0,Condominium (Intermediate),1433.0,Partly Furnished,Built-up ,4,Condominium
Setapak,830000,3+1,3.0,2.0,Condominium (Intermediate),1433.0,Partly Furnished,Built-up ,4,Condominium
Setapak,547820,3,2.0,2.0,Serviced Residence (Corner),1018.0,Unfurnished,Built-up ,3,Serviced Residence
Setapak,350000,2,1.0,2.0,Serviced Residence,648.0,Unfurnished,Built-up ,2,Serviced Residence
Setapak,530000,3,2.0,2.0,Serviced Residence,1018.0,Unfurnished,Built-up ,3,Serviced Residence
Setapak,1650000,4+1,4.0,2.0,Condominium (Intermediate),2687.0,Partly Furnished,Built-up ,5,Condominium
Setapak,860000,3+1,3.0,2.0,Condominium (Intermediate),1433.0,Partly Furnished,Built-up ,4,Condominium
Setapak,950000,3+1,3.0,2.0,Condominium (Intermediate),1524.0,Partly Furnished,Built-up ,4,Condominium
Setapak,1550000,4+1,5.0,3.0,Condominium (Corner),2501.0,Partly Furnished,Built-up ,5,Condominium
Setapak,1388888,4+1,5.0,3.0,Condominium (Corner),2501.0,Partly Furnished,Built-up ,5,Condominium
Setapak,1550000,4+1,5.0,3.0,Condominium (Corner),2501.0,Partly Furnished,Built-up ,5,Condominium
Setapak,948888,3+1,3.0,2.0,Condominium (Intermediate),1524.0,Partly Furnished,Built-up ,4,Condominium
Setapak,900000,3+1,3.0,2.0,Condominium (Intermediate),1524.0,Partly Furnished,Built-up ,4,Condominium
Setapak,860000,3+1,3.0,2.0,Condominium (Intermediate),1433.0,Partly Furnished,Built-up ,4,Condominium
Setapak,1700000,4+1,4.0,2.0,Condominium (Intermediate),2687.0,Partly Furnished,Built-up ,5,Condominium
Cheras,395000,3,2.0,1.0,Condominium,910.0,Fully Furnished,Built-up ,3,Condominium
Klcc,2260000,3,3.0,2.0,Condominium,1518.0,Fully Furnished,Land area ,3,Condominium
Cheras,360000,1,1.0,1.0,Condominium,717.0,Fully Furnished,Built-up ,1,Condominium
Bandar Menjalara,630000,3+1,3.0,1.0,Condominium (Intermediate),1316.0,Partly Furnished,Built-up ,4,Condominium
Ampang,110000,3,2.0,1.0,1-sty Terrace/Link House (Intermediate),720.0,Unknown,Built-up ,3,Terrace/Link House
Kepong,850000,4,3.0,1.0,Apartment (Penthouse),2024.0,Partly Furnished,Built-up ,4,Apartment
Sungai Besi,1600000,4+1,5.0,2.0,3-sty Terrace/Link House (EndLot),1920.0,Unfurnished,Land area ,5,Terrace/Link House
Segambut,600000,3,2.0,2.0,Condominium (Intermediate),1019.0,Partly Furnished,Built-up ,3,Condominium
Setapak,390000,3,2.0,1.0,Serviced Residence,925.0,Unfurnished,Built-up ,3,Serviced Residence
Jalan Kuching,550000,3+1,2.0,2.0,Condominium (Corner),1400.0,Fully Furnished,Built-up ,4,Condominium
Jalan Kuching,580000,3+1,2.0,2.0,Condominium (Corner),1400.0,Fully Furnished,Built-up ,4,Condominium
Oug,778000,3,2.0,2.0,1-sty Terrace/Link House (Intermediate),1716.0,Partly Furnished,Land area ,3,Terrace/Link House
Klcc,1350000,2,2.0,2.0,Condominium (Corner),871.0,Fully Furnished,Built-up ,2,Condominium
Cheras,328888,2,2.0,1.0,Condominium,936.0,Partly Furnished,Built-up ,2,Condominium
Bukit Jalil,790000,3,2.0,2.0,Serviced Residence (Corner),971.0,Unfurnished,Built-up ,3,Serviced Residence
Cheras,520000,2,2.0,1.0,Condominium,962.0,Partly Furnished,Built-up ,2,Condominium
Bukit Jalil,540000,1+1,2.0,1.0,Serviced Residence,667.0,Fully Furnished,Built-up ,2,Serviced Residence
Cheras,460000,3,2.0,1.0,Apartment (Intermediate),980.0,Unknown,Built-up ,3,Apartment
Cheras,530000,3,2.0,2.0,Condominium,1050.0,Partly Furnished,Built-up ,3,Condominium
Jalan Klang Lama (Old Klang Road),395000,3,2.0,1.0,Condominium (Intermediate),1100.0,Unfurnished,Built-up ,3,Condominium
Sungai Besi,850000,3,3.0,2.0,Serviced Residence (Corner),1430.0,Fully Furnished,Built-up ,3,Serviced Residence
Wangsa Maju,900000,3+1,2.0,2.0,Condominium,1637.0,Unfurnished,Built-up ,4,Condominium
Cheras,4350000,7,9.0,6.0,Bungalow (Corner),3360.0,Fully Furnished,Land area ,7,Bungalow
Federal Hill,11100000,6,6.0,6.0,Bungalow,11000.0,Fully Furnished,Land area ,6,Bungalow
Ampang,1700000,4,4.0,2.0,2-sty Terrace/Link House,2400.0,Fully Furnished,Land area ,4,Terrace/Link House
Mont Kiara,2000000,3+1,3.0,3.0,Condominium,2535.0,Fully Furnished,Built-up ,4,Condominium
Cheras,699000,4+1,3.0,2.0,1-sty Terrace/Link House (Intermediate),2750.0,Fully Furnished,Land area ,5,Terrace/Link House
Cheras,319000,2,2.0,1.0,Condominium (Intermediate),950.0,Partly Furnished,Built-up ,2,Condominium
Sentul,360000,3,2.0,1.0,Condominium,877.0,Partly Furnished,Built-up ,3,Condominium
Kepong,1350000,5,4.0,1.0,2.5-sty Terrace/Link House (Intermediate),20.0,Partly Furnished,Land area ,5,Terrace/Link House
Jalan Klang Lama (Old Klang Road),718000,4,2.0,2.0,Condominium,1092.0,Partly Furnished,Built-up ,4,Condominium
Jalan Klang Lama (Old Klang Road),930000,4,3.0,2.0,Condominium,1663.0,Fully Furnished,Built-up ,4,Condominium
Bukit Jalil,2000000,4+1,4.0,3.0,Serviced Residence,2150.0,Partly Furnished,Built-up ,5,Serviced Residence
Dutamas,530000,3,2.0,2.0,Condominium (Corner),1100.0,Partly Furnished,Built-up ,3,Condominium
Brickfields,680000,Studio,1.0,2.0,Serviced Residence (Intermediate),688.0,Fully Furnished,Built-up ,1,Serviced Residence
Ampang,650000,1,1.0,1.0,Serviced Residence (Intermediate),705.0,Fully Furnished,Land area ,1,Serviced Residence
Cheras,828000,4,3.0,2.0,2-sty Terrace/Link House (Intermediate),1170.0,Partly Furnished,Land area ,4,Terrace/Link House
Bangsar South,1594100,3,3.0,1.0,Serviced Residence,1346.0,Partly Furnished,Built-up ,3,Serviced Residence
Bangsar South,1438300,2,2.0,1.0,Serviced Residence,1145.0,Partly Furnished,Built-up ,2,Serviced Residence
Cheras,450000,2,2.0,2.0,Condominium,825.0,Fully Furnished,Built-up ,2,Condominium
Bukit Tunku (Kenny Hills),949000,3,3.0,1.0,Condominium (Intermediate),1916.0,Partly Furnished,Built-up ,3,Condominium
Cheras,530000,3,2.0,2.0,Serviced Residence,0.0,Partly Furnished,Land area ,3,Serviced Residence
Mont Kiara,695000,3,2.0,1.0,Serviced Residence (Corner),1248.0,Fully Furnished,Built-up ,3,Serviced Residence
Kl Eco City,1400000,2,2.0,1.0,Condominium (Corner),1076.0,Partly Furnished,Built-up ,2,Condominium
Kl Eco City,860000,1,1.0,1.0,Condominium (Intermediate),710.0,Partly Furnished,Built-up ,1,Condominium
Kl Eco City,800000,1,1.0,1.0,Condominium (Intermediate),657.0,Partly Furnished,Built-up ,1,Condominium
Ampang,1750000,3+1,4.0,2.0,Condominium (Intermediate),1832.0,Partly Furnished,Built-up ,4,Condominium
Setapak,400000,4,2.0,1.0,Condominium (Intermediate),1335.0,Partly Furnished,Built-up ,4,Condominium
Mont Kiara,730000,3,2.0,2.0,Condominium,1432.0,Partly Furnished,Built-up ,3,Condominium
Taman Desa,300000,3,2.0,1.0,Condominium (Intermediate),720.0,Partly Furnished,Built-up ,3,Condominium
Cheras,650000,3,2.0,1.0,Condominium (Intermediate),1300.0,Fully Furnished,Built-up ,3,Condominium
Jalan Kuching,380000,3,2.0,1.0,Condominium (Intermediate),1100.0,Partly Furnished,Built-up ,3,Condominium
Pantai,430000,3,2.0,1.0,Condominium (Intermediate),1088.0,Fully Furnished,Built-up ,3,Condominium
Jalan Klang Lama (Old Klang Road),375000,3,2.0,1.0,Condominium (Intermediate),1100.0,Partly Furnished,Built-up ,3,Condominium
Setapak,250000,3,2.0,1.0,Condominium,845.0,Partly Furnished,Built-up ,3,Condominium
Jalan Klang Lama (Old Klang Road),549000,2,1.0,2.0,Condominium,730.0,Partly Furnished,Built-up ,2,Condominium
Cheras,620000,4,2.0,2.0,Condominium (Corner),1478.0,Partly Furnished,Built-up ,4,Condominium
Kl Sentral,2554000,3,3.0,1.0,Serviced Residence,1830.0,Unfurnished,Built-up ,3,Serviced Residence
Kl Sentral,2150000,3+1,4.0,2.0,Serviced Residence,1625.0,Partly Furnished,Built-up ,4,Serviced Residence
Kepong,330000,3,2.0,1.0,Apartment (Intermediate),1010.0,Partly Furnished,Built-up ,3,Apartment
Segambut,696150,3,2.0,2.0,Condominium (Corner),1184.0,Partly Furnished,Built-up ,3,Condominium
Kuchai Lama,700000,3+1,3.0,2.0,Condominium (Corner),1476.0,Partly Furnished,Built-up ,4,Condominium
Jalan Klang Lama (Old Klang Road),600000,3,3.0,2.0,Condominium (Intermediate),1138.0,Unfurnished,Built-up ,3,Condominium
Kuchai Lama,615000,3,2.0,2.0,Condominium (Intermediate),1313.0,Partly Furnished,Built-up ,3,Condominium
Sungai Besi,480000,3,2.0,2.0,Condominium (Intermediate),1074.0,Partly Furnished,Built-up ,3,Condominium
Kepong,460000,3,2.0,1.0,Serviced Residence (Intermediate),1137.0,Unfurnished,Built-up ,3,Serviced Residence
Sungai Besi,700000,3,2.0,2.0,Condominium (Corner),1392.0,Partly Furnished,Built-up ,3,Condominium
Jalan Kuching,1100000,4,3.0,2.0,2-sty Terrace/Link House (Intermediate),1430.0,Partly Furnished,Land area ,4,Terrace/Link House
Desa Parkcity,1550000,2+2,3.0,2.0,Condominium,1367.0,Fully Furnished,Built-up ,4,Condominium
Jalan Klang Lama (Old Klang Road),1550000,3+1,4.0,4.0,Condominium (Corner),2638.0,Partly Furnished,Built-up ,4,Condominium
Mont Kiara,2150000,4+1,3.0,2.0,Condominium,3729.0,Fully Furnished,Built-up ,5,Condominium
Wangsa Maju,530000,3+1,3.0,1.0,Condominium,1267.0,Fully Furnished,Built-up ,4,Condominium
Sri Hartamas,400000,Studio,1.0,1.0,Serviced Residence,500.0,Fully Furnished,Built-up ,1,Serviced Residence
Wangsa Maju,520000,3+1,3.0,1.0,Condominium,1267.0,Unfurnished,Built-up ,4,Condominium
Cheras,530000,1+1,2.0,1.0,Serviced Residence,920.0,Fully Furnished,Built-up ,2,Serviced Residence
Cheras,768000,3,2.0,2.0,Condominium (Intermediate),1389.0,Partly Furnished,Built-up ,3,Condominium
Bukit Jalil,668000,3+1,2.0,3.0,Condominium,1212.0,Partly Furnished,Built-up ,4,Condominium
Segambut,560000,2,2.0,1.0,Serviced Residence (Corner),720.0,Partly Furnished,Built-up ,2,Serviced Residence
Dutamas,1250000,4+1,4.0,3.0,Condominium,2070.0,Fully Furnished,Built-up ,5,Condominium
Dutamas,1280000,4+1,4.0,3.0,Condominium,2070.0,Fully Furnished,Built-up ,5,Condominium
